text,label
You won a reward from HDFC! Claim: https://pay-now.in/2nuj955k,1
Payment failed. Retry here: http://secure-update.co/qicj44t3,1
You won a reward from SBI! Claim: https://trackparcel.in/dd50umht,1
Your order is confirmed on https://microsoft.com,0
Visit our official site for updates: https://microsoft.com,0
Your order is confirmed on https://microsoft.com,0
You won a reward from Google! Claim: https://pay-now.in/56j68281,1
Payment failed. Retry here: http://pay-now.in/efdd7wws,1
Your order is confirmed on https://microsoft.com,0
You won a reward from Flipkart! Claim: https://trackparcel.in/m2drocat,1
Meeting link shared on portal. See https://google.com,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/7xwefx7n,1
Visit our official site for updates: https://microsoft.com,0
Monthly statement available at https://college.edu,0
Meeting link shared on portal. See https://google.com,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/7v3xd8oz,1
Class notice posted at https://company.com,0
You won a reward from Google! Claim: https://gift-claim.org/pmt4ncsz,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/4mtcarii,1
KYC pending for Google. Update immediately at https://trackparcel.in/d9duajja,1
Visit our official site for updates: https://microsoft.com,0
Monthly statement available at https://amazon.in,0
You won a reward from Flipkart! Claim: https://gift-claim.org/wzam9eex,1
Class notice posted at https://company.com,0
Visit our official site for updates: https://microsoft.com,0
Payment failed. Retry here: http://verify-login.net/3x8vhgk1,1
Payment failed. Retry here: http://gift-claim.org/zbpss9cw,1
KYC pending for HDFC. Update immediately at https://gift-claim.org/j2bejco7,1
Monthly statement available at https://company.com,0
You won a reward from WhatsApp! Claim: https://gift-claim.org/wnvw0gow,1
KYC pending for SBI. Update immediately at https://secure-update.co/zhlmteyl,1
KYC pending for Microsoft. Update immediately at https://account-check.net/1xv8u87u,1
Your Netflix account is locked. Verify now: http://trackparcel.in/6ca0n5fm,1
You won a reward from Flipkart! Claim: https://account-check.net/bfj3qntu,1
Your SBI account is locked. Verify now: http://verify-login.net/1lzhoror,1
Monthly statement available at https://company.com,0
Payment failed. Retry here: http://pay-now.in/sksg95sv,1
Meeting link shared on portal. See https://company.com,0
You won a reward from HDFC! Claim: https://verify-login.net/kwys81ra,1
Class notice posted at https://google.com,0
You won a reward from WhatsApp! Claim: https://trackparcel.in/rvb2ay18,1
You won a reward from ICICI! Claim: https://pay-now.in/kzi9w4vl,1
Your order is confirmed on https://google.com,0
Payment failed. Retry here: http://pay-now.in/z9l10cuj,1
Monthly statement available at https://irctc.co.in,0
Your Microsoft account is locked. Verify now: http://account-check.net/iop11h9t,1
Visit our official site for updates: https://google.com,0
Your Netflix account is locked. Verify now: http://trackparcel.in/1se37jek,1
Visit our official site for updates: https://amazon.in,0
Payment failed. Retry here: http://verify-login.net/vf4jfrhf,1
Monthly statement available at https://amazon.in,0
Payment failed. Retry here: http://account-check.net/kwanexte,1
Your order is confirmed on https://company.com,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/gqoi86di,1
Monthly statement available at https://amazon.in,0
You won a reward from Microsoft! Claim: https://trackparcel.in/tbwn7lj7,1
Monthly statement available at https://irctc.co.in,0
Your order is confirmed on https://microsoft.com,0
Visit our official site for updates: https://microsoft.com,0
Your SBI account is locked. Verify now: http://secure-update.co/tshdar9q,1
Monthly statement available at https://microsoft.com,0
Monthly statement available at https://irctc.co.in,0
Payment failed. Retry here: http://gift-claim.org/8lc2se0s,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/buoskm9o,1
Payment failed. Retry here: http://secure-update.co/prl8ondx,1
You won a reward from Flipkart! Claim: https://account-check.net/5ct07xro,1
Monthly statement available at https://amazon.in,0
Your order is confirmed on https://college.edu,0
You won a reward from ICICI! Claim: https://verify-login.net/6mlhvt6g,1
Your order is confirmed on https://irctc.co.in,0
You won a reward from Paytm! Claim: https://secure-update.co/r9c86h9r,1
Your order is confirmed on https://amazon.in,0
Class notice posted at https://irctc.co.in,0
Payment failed. Retry here: http://verify-login.net/pbqn9plb,1
Your Flipkart account is locked. Verify now: http://gift-claim.org/47hy9jri,1
Meeting link shared on portal. See https://google.com,0
Meeting link shared on portal. See https://google.com,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/jw4lq3h8,1
Your WhatsApp account is locked. Verify now: http://verify-login.net/pzp8xjns,1
Meeting link shared on portal. See https://microsoft.com,0
Meeting link shared on portal. See https://google.com,0
Meeting link shared on portal. See https://irctc.co.in,0
Meeting link shared on portal. See https://google.com,0
Your Microsoft account is locked. Verify now: http://account-check.net/we2lgwju,1
Your order is confirmed on https://amazon.in,0
You won a reward from SBI! Claim: https://account-check.net/qiwc8j6m,1
Payment failed. Retry here: http://trackparcel.in/dxx6jxww,1
You won a reward from WhatsApp! Claim: https://verify-login.net/v6luy0nr,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/evvpizgf,1
Class notice posted at https://irctc.co.in,0
Your order is confirmed on https://college.edu,0
Monthly statement available at https://irctc.co.in,0
Visit our official site for updates: https://microsoft.com,0
Meeting link shared on portal. See https://college.edu,0
Your Netflix account is locked. Verify now: http://trackparcel.in/kt4eze7f,1
Meeting link shared on portal. See https://google.com,0
KYC pending for SBI. Update immediately at https://secure-update.co/frow13l1,1
Monthly statement available at https://college.edu,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/ljg1uq2x,1
Meeting link shared on portal. See https://google.com,0
KYC pending for Flipkart. Update immediately at https://trackparcel.in/6hq8n1wn,1
KYC pending for Microsoft. Update immediately at https://gift-claim.org/3b7unb12,1
KYC pending for Microsoft. Update immediately at https://account-check.net/wrm7hdkj,1
Payment failed. Retry here: http://secure-update.co/5itp0cpv,1
KYC pending for Microsoft. Update immediately at https://account-check.net/le8imut6,1
Monthly statement available at https://irctc.co.in,0
Visit our official site for updates: https://company.com,0
Your SBI account is locked. Verify now: http://trackparcel.in/dtn1nnk8,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/o4n7v5iw,1
Monthly statement available at https://google.com,0
Visit our official site for updates: https://company.com,0
KYC pending for Flipkart. Update immediately at https://pay-now.in/u9ukkphs,1
KYC pending for Microsoft. Update immediately at https://trackparcel.in/5wwvea0d,1
Class notice posted at https://company.com,0
KYC pending for WhatsApp. Update immediately at https://secure-update.co/pzpcp3qm,1
Meeting link shared on portal. See https://irctc.co.in,0
Meeting link shared on portal. See https://google.com,0
Visit our official site for updates: https://microsoft.com,0
Payment failed. Retry here: http://gift-claim.org/g8u22cbw,1
Meeting link shared on portal. See https://google.com,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/mnx3o7ld,1
Meeting link shared on portal. See https://company.com,0
Class notice posted at https://irctc.co.in,0
Class notice posted at https://college.edu,0
Class notice posted at https://college.edu,0
Monthly statement available at https://irctc.co.in,0
Class notice posted at https://irctc.co.in,0
You won a reward from HDFC! Claim: https://account-check.net/hjwgadbj,1
Payment failed. Retry here: http://pay-now.in/wnak8pxa,1
You won a reward from WhatsApp! Claim: https://pay-now.in/0zuvfgng,1
Your Flipkart account is locked. Verify now: http://gift-claim.org/l4shn0m0,1
Your order is confirmed on https://google.com,0
You won a reward from HDFC! Claim: https://gift-claim.org/ne9gtzjm,1
Class notice posted at https://google.com,0
Class notice posted at https://google.com,0
KYC pending for Flipkart. Update immediately at https://verify-login.net/8uohi50t,1
KYC pending for ICICI. Update immediately at https://gift-claim.org/luh8el63,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/78p6m6zq,1
Payment failed. Retry here: http://verify-login.net/on6b615r,1
Payment failed. Retry here: http://verify-login.net/9cktbh7f,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/xzr10zkf,1
Meeting link shared on portal. See https://college.edu,0
Your Flipkart account is locked. Verify now: http://gift-claim.org/w3xcrnhf,1
Your order is confirmed on https://microsoft.com,0
Your Google account is locked. Verify now: http://account-check.net/2ol9alkp,1
You won a reward from Amazon! Claim: https://account-check.net/b6lzg1cu,1
Class notice posted at https://company.com,0
Meeting link shared on portal. See https://google.com,0
Meeting link shared on portal. See https://college.edu,0
Class notice posted at https://irctc.co.in,0
Meeting link shared on portal. See https://college.edu,0
Payment failed. Retry here: http://secure-update.co/f478kulo,1
You won a reward from HDFC! Claim: https://verify-login.net/alj3au2r,1
Payment failed. Retry here: http://secure-update.co/4rsq9h2g,1
You won a reward from Flipkart! Claim: https://trackparcel.in/mkezack5,1
Class notice posted at https://company.com,0
Your order is confirmed on https://irctc.co.in,0
Payment failed. Retry here: http://account-check.net/vksgz73l,1
Class notice posted at https://company.com,0
Your Microsoft account is locked. Verify now: http://account-check.net/i9v7saxb,1
Payment failed. Retry here: http://gift-claim.org/j8zand61,1
Courier fee ₹49 pending. Pay now: http://pay-now.in/ts3mta27,1
Courier fee ₹49 pending. Pay now: http://gift-claim.org/4flz246k,1
Monthly statement available at https://college.edu,0
You won a reward from SBI! Claim: https://secure-update.co/7zjsq3ct,1
You won a reward from Microsoft! Claim: https://gift-claim.org/x9eqrmtt,1
Meeting link shared on portal. See https://college.edu,0
Payment failed. Retry here: http://gift-claim.org/urj8xjcp,1
Class notice posted at https://google.com,0
Your order is confirmed on https://google.com,0
Courier fee ₹49 pending. Pay now: http://verify-login.net/zbe5e9pt,1
Your order is confirmed on https://college.edu,0
Your order is confirmed on https://google.com,0
Meeting link shared on portal. See https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://account-check.net/2qpxmjlt,1
Courier fee ₹49 pending. Pay now: http://trackparcel.in/ra3ymdgn,1
Your order is confirmed on https://irctc.co.in,0
Class notice posted at https://microsoft.com,0
Meeting link shared on portal. See https://google.com,0
Monthly statement available at https://company.com,0
Courier fee ₹49 pending. Pay now: http://gift-claim.org/klno5kr0,1
Visit our official site for updates: https://college.edu,0
Courier fee ₹49 pending. Pay now: http://secure-update.co/vxw04qrz,1
Monthly statement available at https://google.com,0
Visit our official site for updates: https://amazon.in,0
Meeting link shared on portal. See https://company.com,0
Visit our official site for updates: https://irctc.co.in,0
You won a reward from Netflix! Claim: https://pay-now.in/wz6lyfpd,1
Meeting link shared on portal. See https://microsoft.com,0
Class notice posted at https://irctc.co.in,0
Courier fee ₹49 pending. Pay now: http://trackparcel.in/avb5woeu,1
Meeting link shared on portal. See https://college.edu,0
Monthly statement available at https://microsoft.com,0
Courier fee ₹49 pending. Pay now: http://pay-now.in/a0ldkzhb,1
Your Microsoft account is locked. Verify now: http://verify-login.net/39tt3wrv,1
You won a reward from ICICI! Claim: https://account-check.net/sku5f4r1,1
